TransactionID,Date,SendingInstitution,ReceivingInstitution,AssetType,Network,Region,Amount_USD,SettlementStatus,SettlementTime_Seconds,TraditionalRail_Benchmark_Hours,Fee_BPS,Fee_USD,SettlementTime_Missing_Reason,log_amount,z_score,is_anomalous
TXN100900,2026-04-28,HSBC,Deutsche Bank,Tokenised Bond,Public Blockchain,EU,156460.15,Settled,42.1,26.5,4.16,65.09,N/A,11.960563015333497,0.7598287018682998,False
TXN100901,2026-05-24,Standard Chartered,Barclays,Tokenised Deposit,Permissioned Ledger,US,110905.96,Settled,11.6,44.0,3.76,41.7,N/A,11.61644693061174,0.4950691250584015,False
TXN100902,2026-01-08,Citi,JPMorgan,Tokenised Bond,Permissioned Ledger,EU,2662.32,Settled,5.6,41.4,3.9,1.04,N/A,7.887328743821857,-2.3740782262108846,False
TXN100903,2026-05-12,Standard Chartered,JPMorgan,Regulated Stablecoin,Permissioned Ledger,EU,56209.35,Settled,7.3,20.0,0.79,4.44,N/A,10.936856182626798,-0.027801402734279203,False
TXN100904,2026-04-14,JPMorgan,BNY Mellon,Tokenised Bond,Public Blockchain,US,39415.25,Settled,86.7,22.5,4.15,16.36,N/A,10.581933446805674,-0.30087551204885266,False
TXN100905,2026-05-12,Citi,Barclays,Tokenised Deposit,Hybrid Network,MEA,229866.23,Settled,30.8,43.2,1.27,29.19,N/A,12.345257160356564,1.0558086445667276,False
TXN100906,2026-07-03,Barclays,UBS,Regulated Stablecoin,Permissioned Ledger,EU,73986.33,Settled,12.5,20.2,1.65,12.21,N/A,11.211649141310922,0.1836216335076203,False
TXN100907,2026-01-25,Deutsche Bank,Barclays,Tokenised Deposit,Permissioned Ledger,EU,99924.26,Settled,7.4,44.2,4.11,41.07,N/A,11.512177785527603,0.4148454564986254,False
TXN100908,2026-07-14,Standard Chartered,HSBC,Tokenised Real Estate Fund,Hybrid Network,MEA,38346.32,Settled,34.0,24.7,0.73,2.8,N/A,10.554439921693783,-0.32202876351491666,False
TXN100909,2026-04-06,BNY Mellon,Citi,Tokenised Bond,Public Blockchain,MEA,82510.54,Settled,99.6,37.9,3.1,25.58,N/A,11.320693441328526,0.26751925994242215,False
TXN100910,2026-07-14,Barclays,HSBC,Tokenised Bond,Permissioned Ledger,EU,60908.89,Pending,,37.2,0.6,3.65,Pending,11.017150837885705,0.03397652596566576,False
TXN100911,2026-06-04,JPMorgan,HSBC,Tokenised Deposit,Hybrid Network,MEA,4072.78,Pending,,23.8,1.53,0.62,Pending,8.312326594346809,-2.0470890035446865,False
TXN100912,2026-04-03,UBS,Citi,Tokenised Deposit,Permissioned Ledger,US,244912.93,Settled,7.0,54.2,1.42,34.78,N/A,12.408662121681964,1.1045918066259335,False
TXN100913,2026-06-09,JPMorgan,Standard Chartered,Regulated Stablecoin,Public Blockchain,UK,3727.38,Settled,101.3,36.9,4.15,1.55,N/A,8.22372910194131,-2.115255054587215,False
TXN100914,2026-06-27,Citi,JPMorgan,Tokenised Bond,Hybrid Network,APAC,158683.85,Settled,4.9,40.0,1.53,24.28,N/A,11.97467543881961,0.770686663573189,False
TXN100915,2026-03-02,Barclays,HSBC,Tokenised Deposit,Permissioned Ledger,MEA,41069.63,Settled,7.1,37.9,3.02,12.4,N/A,10.62304854649694,-0.269241953264298,False
TXN100916,2026-05-02,Citi,Standard Chartered,Tokenised Equity,Permissioned Ledger,EU,26017.1,Settled,9.3,29.3,1.0,2.6,N/A,10.166547728647085,-0.62046925333377,False
TXN100917,2026-02-20,HSBC,Standard Chartered,Tokenised Deposit,Public Blockchain,APAC,30137.35,Settled,55.0,50.2,3.41,10.28,N/A,10.313553726156403,-0.5073642651709682,False
TXN100918,2026-05-27,Deutsche Bank,Citi,Tokenised Bond,Public Blockchain,US,106762.78,Settled,77.0,46.7,3.67,39.18,N/A,11.57837400941096,0.46577618888778927,False
TXN100919,2026-01-21,Deutsche Bank,Citi,Tokenised Deposit,Permissioned Ledger,APAC,14082.9,Settled,7.9,24.3,3.57,5.03,N/A,9.552787579994128,-1.0926903567196515,False
TXN100920,2026-01-05,HSBC,Standard Chartered,Tokenised Deposit,Permissioned Ledger,EU,77248.55,Settled,6.2,46.6,3.43,26.5,N/A,11.254796369500307,0.21681869224196734,False
TXN100921,2026-04-02,HSBC,Barclays,Tokenised Bond,Hybrid Network,MEA,311794.87,Failed,,28.1,1.86,57.99,Failed,12.650103989847787,1.2903548374109144,False
TXN100922,2026-06-19,Deutsche Bank,Barclays,Tokenised Deposit,Permissioned Ledger,US,6630.58,Settled,8.3,34.9,0.93,0.62,N/A,8.79959836549732,-1.6721868305598542,False
TXN100923,2026-03-02,BNY Mellon,JPMorgan,Tokenised Real Estate Fund,Permissioned Ledger,APAC,33074.63,Pending,,38.9,0.86,2.84,Pending,10.4065520364208,-0.4358122675665952,False
TXN100924,2026-01-22,Barclays,Standard Chartered,Tokenised Deposit,Public Blockchain,UK,110534.45,Settled,89.3,35.8,3.35,37.03,N/A,11.613091562969622,0.4924875377499,False
TXN100925,2026-05-29,UBS,Barclays,Tokenised Equity,Hybrid Network,MEA,28842.74,Settled,21.5,32.6,3.2,9.23,N/A,10.269648263989644,-0.5411447017707663,False
TXN100926,2026-03-11,Citi,HSBC,Regulated Stablecoin,Public Blockchain,EU,46779.56,Settled,61.3,33.1,4.01,18.76,N/A,10.753223010994265,-0.16908698329352723,False
TXN100927,2026-01-01,Standard Chartered,Deutsche Bank,Tokenised Equity,Permissioned Ledger,EU,32024.76,Settled,11.9,19.2,3.51,11.24,N/A,10.374295857943146,-0.4606298583227891,False
TXN100928,2026-05-13,Deutsche Bank,HSBC,Regulated Stablecoin,Permissioned Ledger,US,76871.42,Pending,,16.1,0.55,4.23,Pending,11.249902443570027,0.21305335311436632,False
TXN100929,2026-01-12,Barclays,Standard Chartered,Tokenised Deposit,Public Blockchain,MEA,11794.93,Failed,,41.3,3.42,4.03,Failed,9.375509835702571,-1.2290861331460778,False
TXN100930,2026-03-31,UBS,HSBC,Tokenised Equity,Hybrid Network,EU,119918.12,Settled,34.6,42.9,0.84,10.07,N/A,11.69457279452407,0.5551784067389172,False
TXN100931,2026-02-15,Citi,Standard Chartered,Regulated Stablecoin,Permissioned Ledger,APAC,119676.8,Settled,11.2,38.6,2.43,29.08,N/A,11.692558410686406,0.553628559358711,False
TXN100932,2026-02-03,Barclays,Standard Chartered,Tokenised Deposit,Public Blockchain,MEA,6741.2,Settled,34.9,59.1,4.41,2.97,N/A,8.816141560141912,-1.6594586571101093,False
TXN100933,2026-06-26,Citi,HSBC,Regulated Stablecoin,Public Blockchain,MEA,147267.94,Settled,62.9,14.0,1.55,22.83,N/A,11.90001571803015,0.7132441987812708,False
TXN100934,2026-03-19,JPMorgan,Standard Chartered,Tokenised Deposit,Public Blockchain,MEA,376963.72,Settled,51.7,42.1,3.79,142.87,N/A,12.839906881149325,1.4363873404219925,False
TXN100935,2026-02-14,Citi,UBS,Regulated Stablecoin,Hybrid Network,US,482500.98,Settled,26.2,37.8,1.24,59.83,N/A,13.0867403033797,1.6262985805928631,False
TXN100936,2026-06-04,Standard Chartered,Citi,Tokenised Deposit,Public Blockchain,EU,165440.61,Settled,73.2,36.8,1.38,22.83,N/A,12.016373601879607,0.8027688256564924,False
TXN100937,2026-03-14,Deutsche Bank,UBS,Tokenised Equity,Public Blockchain,UK,107622.43,Settled,63.8,22.2,4.17,44.88,N/A,11.586393653934897,0.4719464255741688,False
TXN100938,2026-01-26,Citi,JPMorgan,Tokenised Bond,Hybrid Network,APAC,16319.83,Settled,46.9,15.8,3.98,6.5,N/A,9.700197485068019,-0.979274605995567,False
TXN100939,2026-02-16,Deutsche Bank,Citi,Regulated Stablecoin,Public Blockchain,EU,31263.56,Settled,96.9,47.9,3.25,10.16,N/A,10.350240466657526,-0.47913784298130013,False
TXN100940,2026-05-01,Deutsche Bank,HSBC,Tokenised Equity,Permissioned Ledger,UK,25697.43,Settled,7.0,60.0,4.0,10.28,N/A,10.15418517952311,-0.6299808786825299,False
TXN100941,2026-02-25,BNY Mellon,Standard Chartered,Regulated Stablecoin,Hybrid Network,MEA,40141.15,Settled,23.5,25.8,1.04,4.17,N/A,10.60018218344705,-0.286835111134747,False
TXN100942,2026-04-04,JPMorgan,Citi,Tokenised Real Estate Fund,Permissioned Ledger,UK,15706.48,Settled,12.7,27.8,1.9,2.98,N/A,9.661892310999194,-1.008746235269426,False
TXN100943,2026-04-17,Standard Chartered,Barclays,Regulated Stablecoin,Public Blockchain,MEA,30789.82,Settled,70.6,40.8,0.5,1.54,N/A,10.334971872587305,-0.49088535111589543,False
TXN100944,2026-03-04,Standard Chartered,BNY Mellon,Tokenised Bond,Public Blockchain,EU,28094.25,Settled,68.0,20.2,2.44,6.85,N/A,10.243355801887203,-0.5613738670106339,False
TXN100945,2026-02-17,HSBC,BNY Mellon,Tokenised Equity,Hybrid Network,US,43897.89,Settled,8.9,46.6,4.14,18.17,N/A,10.689644314005557,-0.2180038158864179,False
TXN100946,2026-03-02,BNY Mellon,HSBC,Tokenised Equity,Public Blockchain,UK,58182.08,Settled,73.2,41.5,2.24,13.03,N/A,10.971349869802314,-0.0012622944953052833,False
TXN100947,2026-03-22,JPMorgan,Barclays,Tokenised Deposit,Public Blockchain,APAC,22010.48,Settled,63.7,39.6,4.23,9.31,N/A,9.999319414422509,-0.7491330957709276,False
TXN100948,2026-01-26,Citi,Deutsche Bank,Tokenised Deposit,Hybrid Network,US,106917.87,Settled,28.0,39.7,1.83,19.57,N/A,11.57982560154755,0.46689302979365643,False
TXN100949,2026-02-05,BNY Mellon,HSBC,Tokenised Bond,Permissioned Ledger,MEA,74033.42,Settled,5.8,29.3,0.61,4.52,N/A,11.212285399179628,0.18411116413853162,False
TXN100950,2026-01-01,Deutsche Bank,BNY Mellon,Tokenised Real Estate Fund,Permissioned Ledger,EU,15180.14,Settled,10.9,19.9,1.58,2.4,N/A,9.627809146944076,-1.0349694910026535,False
TXN100951,2026-01-08,Standard Chartered,JPMorgan,Tokenised Bond,Hybrid Network,EU,95420.3,Settled,12.4,51.5,4.07,38.84,N/A,11.466057102955494,0.37936065081205395,False
TXN100952,2026-04-23,Deutsche Bank,HSBC,Tokenised Deposit,Public Blockchain,MEA,28666.03,Failed,,32.4,0.6,1.72,Failed,10.26350296090582,-0.5458728383388596,False
TXN100953,2026-04-09,Deutsche Bank,Barclays,Regulated Stablecoin,Hybrid Network,MEA,19445.14,Settled,23.1,46.2,2.6,5.06,N/A,9.875403871767732,-0.8444725120030259,False
TXN100954,2026-06-29,Citi,BNY Mellon,Tokenised Bond,Permissioned Ledger,EU,572032.3,Settled,8.8,39.2,3.31,189.34,N/A,13.25695248545062,1.757258182000117,False
TXN100955,2026-02-16,Standard Chartered,HSBC,Tokenised Bond,Permissioned Ledger,APAC,17653.24,Settled,10.9,36.1,4.25,7.5,N/A,9.778731260140543,-0.9188514814261431,False
TXN100956,2026-05-07,Barclays,Deutsche Bank,Tokenised Equity,Public Blockchain,APAC,19560.93,Failed,,28.0,4.41,8.63,Failed,9.881340609477816,-0.8399048436098905,False
TXN100957,2026-02-25,Standard Chartered,HSBC,Regulated Stablecoin,Public Blockchain,UK,53490.59,Settled,44.4,44.8,1.39,7.44,N/A,10.887279724265788,-0.06594504878327945,False
TXN100958,2026-01-14,HSBC,Barclays,Tokenised Deposit,Permissioned Ledger,UK,53709.95,Pending,,25.2,1.58,8.49,Pending,10.891372170324537,-0.06279636049250155,False
TXN100959,2026-01-28,HSBC,Standard Chartered,Tokenised Bond,Public Blockchain,MEA,14893.37,Settled,58.2,18.3,1.86,2.77,N/A,9.608738568180371,-1.049642209271783,False
TXN100960,2026-03-19,Deutsche Bank,Barclays,Tokenised Bond,Public Blockchain,EU,54463.44,Settled,97.8,38.9,0.88,4.79,N/A,10.905303290631318,-0.052077891694702005,False
TXN100961,2026-05-10,HSBC,Barclays,Tokenised Equity,Permissioned Ledger,UK,20070.3,Settled,5.4,59.4,1.3,2.61,N/A,9.907046212986158,-0.8201272016783465,False
TXN100962,2026-04-19,UBS,Standard Chartered,Tokenised Deposit,Permissioned Ledger,UK,185160.37,Settled,13.8,30.2,2.38,44.07,N/A,12.1289829941241,0.8894093994604712,False
TXN100963,2026-06-03,Citi,HSBC,Tokenised Real Estate Fund,Permissioned Ledger,MEA,64333.32,Settled,8.4,37.7,2.42,15.57,N/A,11.07184851588887,0.07606038871887526,False
TXN100964,2026-01-14,Standard Chartered,BNY Mellon,Tokenised Deposit,Permissioned Ledger,APAC,6865.41,Settled,8.8,24.3,1.02,0.7,N/A,8.834396686770187,-1.6454133398020812,False
TXN100965,2026-07-06,Barclays,BNY Mellon,Tokenised Bond,Hybrid Network,EU,4599.16,Settled,32.6,33.6,1.0,0.46,N/A,8.433846364480981,-1.9535928714450368,False
TXN100966,2026-02-25,HSBC,Citi,Tokenised Bond,Permissioned Ledger,UK,63213.7,Settled,4.6,27.6,0.76,4.8,N/A,11.054292148025649,0.06255268962499573,False
TXN100967,2026-04-25,Deutsche Bank,HSBC,Tokenised Equity,Permissioned Ledger,EU,28458.51,Settled,1.0,28.6,2.0,5.69,N/A,10.256237654348753,-0.5514626947124679,False
TXN100968,2026-01-07,Citi,UBS,Regulated Stablecoin,Permissioned Ledger,US,56980.85,Settled,7.3,60.0,0.84,4.79,N/A,10.950488075057308,-0.017313156961233752,False
TXN100969,2026-01-03,JPMorgan,BNY Mellon,Tokenised Bond,Public Blockchain,MEA,79991.0,Settled,47.4,27.5,2.59,20.72,N/A,11.289681908655686,0.24365928759231698,False
TXN100970,2026-04-21,HSBC,BNY Mellon,Tokenised Deposit,Permissioned Ledger,EU,335390.42,Settled,10.5,45.8,3.9,130.8,N/A,12.723053546648687,1.3464815186228456,False
TXN100971,2026-05-31,Citi,UBS,Regulated Stablecoin,Hybrid Network,MEA,697.17,Pending,,59.0,1.17,0.08,Pending,6.548462626116749,-3.404188826868617,True
TXN100972,2026-04-17,Citi,Deutsche Bank,Regulated Stablecoin,Permissioned Ledger,EU,62607.06,Settled,6.9,47.4,1.27,7.95,N/A,11.044649302793717,0.05513357806293677,False
TXN100973,2026-01-18,BNY Mellon,JPMorgan,Tokenised Deposit,Public Blockchain,MEA,143933.04,Settled,46.6,60.7,4.37,62.9,N/A,11.87711041806309,0.6956210832245356,False
TXN100974,2026-02-07,JPMorgan,Barclays,Tokenised Deposit,Permissioned Ledger,UK,10028.79,Settled,5.5,10.7,3.4,3.41,N/A,9.21331494354836,-1.3538773094789087,False
TXN100975,2026-04-25,HSBC,UBS,Tokenised Bond,Permissioned Ledger,EU,66257.62,Settled,4.8,46.2,0.66,4.37,N/A,11.101320848592026,0.09873611554634235,False
TXN100976,2026-01-15,Standard Chartered,BNY Mellon,Tokenised Bond,Hybrid Network,EU,24308.16,Settled,16.3,37.7,3.35,8.14,N/A,10.098608513031564,-0.6727410266503415,False
TXN100977,2026-07-11,JPMorgan,HSBC,Tokenised Real Estate Fund,Permissioned Ledger,APAC,4879.21,Settled,3.2,25.6,2.31,1.13,N/A,8.492943530708194,-1.9081240851381356,False
TXN100978,2026-04-29,BNY Mellon,Citi,Tokenised Bond,Permissioned Ledger,MEA,27931.56,Settled,8.0,29.1,2.91,8.13,N/A,10.237548312454628,-0.5658420930330816,False
TXN100979,2026-01-28,Deutsche Bank,JPMorgan,Tokenised Equity,Public Blockchain,EU,68812.51,Settled,42.2,34.1,2.98,20.51,N/A,11.13915537092317,0.12784562993971288,False
TXN100980,2026-02-08,BNY Mellon,Citi,Tokenised Deposit,Public Blockchain,US,47234.69,Settled,100.5,30.9,3.88,18.33,N/A,10.762905029908545,-0.1616377318803513,False
TXN100981,2026-07-04,Deutsche Bank,JPMorgan,Tokenised Real Estate Fund,Hybrid Network,US,50448.81,Settled,27.1,31.0,0.51,2.57,N/A,10.82873425966961,-0.11098936120813023,False
TXN100982,2026-01-17,JPMorgan,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,MEA,86296.96,Settled,13.5,17.6,3.32,28.65,N/A,11.365561238321675,0.30204010762062267,False
TXN100983,2026-03-27,JPMorgan,UBS,Tokenised Deposit,Public Blockchain,UK,51063.91,Settled,87.9,31.5,4.4,22.47,N/A,10.840852847551036,-0.10166543727236214,False
TXN100984,2026-05-06,HSBC,Citi,Tokenised Deposit,Hybrid Network,UK,99205.6,Settled,31.8,26.1,3.28,32.54,N/A,11.504959823317856,0.40929202640648743,False
TXN100985,2026-02-13,Deutsche Bank,Barclays,Tokenised Deposit,Public Blockchain,EU,73803.58,Failed,,47.3,2.11,15.57,Failed,11.209176068283542,0.18171887511526416,False
TXN100986,2026-01-25,Citi,Deutsche Bank,Regulated Stablecoin,Hybrid Network,UK,49800.42,Settled,33.8,45.5,2.58,12.85,N/A,10.81579877666245,-0.12094179632773847,False
TXN100987,2026-05-25,Citi,Deutsche Bank,Tokenised Bond,Public Blockchain,APAC,58183.72,Settled,54.9,51.3,0.79,4.6,N/A,10.971378056293768,-0.001240608082259275,False
TXN100988,2026-01-13,JPMorgan,BNY Mellon,Tokenised Equity,Permissioned Ledger,APAC,27095.33,Settled,8.4,29.4,1.82,4.93,N/A,10.207153573342843,-0.5892275104017297,False
TXN100989,2026-01-25,BNY Mellon,HSBC,Tokenised Bond,Permissioned Ledger,APAC,329859.33,Settled,3.1,51.3,4.12,135.9,N/A,12.706424601426065,1.333687369510355,False
TXN100990,2026-03-09,HSBC,Citi,Tokenised Bond,Permissioned Ledger,US,31012.34,Settled,8.5,45.0,0.7,2.17,N/A,10.34217271348572,-0.4853450939945775,False
TXN100991,2026-05-18,HSBC,Standard Chartered,Tokenised Equity,Public Blockchain,UK,25757.11,Settled,51.4,26.3,2.78,7.16,N/A,10.156504807961394,-0.6281961790682327,False
TXN100992,2026-03-08,Citi,BNY Mellon,Tokenised Deposit,Permissioned Ledger,MEA,26106.7,Settled,8.2,36.4,3.09,8.07,N/A,10.169985568958278,-0.617824212353871,False
TXN100993,2026-04-19,UBS,Barclays,Tokenised Bond,Permissioned Ledger,UK,536016.97,Pending,,55.4,3.08,165.09,Pending,13.191922965610354,1.7072251003817989,False
TXN100994,2026-05-26,UBS,Standard Chartered,Tokenised Bond,Hybrid Network,APAC,14749.48,Settled,28.4,43.5,1.45,2.14,N/A,9.599030903611355,-1.0571111922028866,False
TXN100995,2026-04-21,HSBC,JPMorgan,Tokenised Deposit,Hybrid Network,APAC,137861.4,Settled,14.3,31.6,3.07,42.32,N/A,11.834011365253726,0.6624610901601569,False
TXN100996,2026-04-21,Deutsche Bank,Barclays,Tokenised Bond,Permissioned Ledger,US,250023.4,Settled,6.0,30.3,3.85,96.26,N/A,12.429313792081814,1.120481001459424,False
TXN100997,2026-02-03,Citi,BNY Mellon,Tokenised Deposit,Hybrid Network,APAC,196693.22,Settled,18.0,53.6,2.23,43.86,N/A,12.189405619095382,0.9358979808648398,False
TXN100998,2026-04-21,Citi,UBS,Tokenised Deposit,Hybrid Network,EU,196476.93,Settled,15.1,55.4,2.4,47.15,N/A,12.188305388461965,0.9350514740904401,False
TXN100999,2026-01-08,HSBC,BNY Mellon,Tokenised Real Estate Fund,Public Blockchain,US,17079.58,Settled,27.3,32.8,1.98,3.38,N/A,9.74569742461144,-0.9442673939725299,False
TXN101000,2026-06-17,JPMorgan,Barclays,Tokenised Deposit,Public Blockchain,MEA,726145.38,Settled,64.0,60.1,3.86,280.29,N/A,13.495506898827628,1.9407996330860182,False
TXN101001,2026-04-23,BNY Mellon,UBS,Regulated Stablecoin,Permissioned Ledger,US,15417.26,Settled,8.0,11.3,4.33,6.68,N/A,9.64330780028343,-1.023044977498529,False
TXN101002,2026-03-24,Deutsche Bank,BNY Mellon,Regulated Stablecoin,Public Blockchain,MEA,76692.87,Settled,45.1,37.7,1.06,8.13,N/A,11.24757706238829,0.211264227395072,False
TXN101003,2026-02-11,Standard Chartered,Deutsche Bank,Tokenised Deposit,Public Blockchain,MEA,344272.51,Settled,61.9,12.8,3.49,120.15,N/A,12.749191707650445,1.3665919660929482,False
TXN101004,2026-06-18,Standard Chartered,Deutsche Bank,Tokenised Bond,Public Blockchain,UK,64267.23,Settled,45.1,43.4,3.06,19.67,N/A,11.070820697920748,0.07526959554657212,False
TXN101005,2026-04-11,JPMorgan,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,UK,95054.34,Settled,6.1,13.1,3.09,29.37,N/A,11.462214527295876,0.3764042103820079,False
TXN101006,2026-01-06,Citi,Deutsche Bank,Tokenised Bond,Public Blockchain,APAC,79248.41,Settled,63.9,57.0,3.97,31.46,N/A,11.280355246916862,0.23648344454209572,False
TXN101007,2026-06-29,JPMorgan,UBS,Tokenised Deposit,Public Blockchain,EU,33517.73,Settled,31.5,58.9,1.82,6.1,N/A,10.419859666050096,-0.42557350644665504,False
TXN101008,2026-01-26,Deutsche Bank,Citi,Tokenised Deposit,Public Blockchain,MEA,30345.23,Settled,41.8,49.7,2.99,9.07,N/A,10.320427571309084,-0.5020755954037527,False
TXN101009,2026-03-05,Citi,JPMorgan,Tokenised Bond,Permissioned Ledger,APAC,11272.05,Settled,9.0,25.6,0.79,0.89,N/A,9.330170200411258,-1.2639700086328904,False
TXN101010,2026-07-06,HSBC,Standard Chartered,Tokenised Bond,Public Blockchain,UK,166759.95,Settled,69.2,45.0,2.86,47.69,N/A,12.024316628788293,0.8088801134930774,False
TXN101011,2026-07-03,HSBC,UBS,Regulated Stablecoin,Hybrid Network,EU,51571.16,Settled,26.5,33.9,2.14,11.04,N/A,10.850737270984615,-0.09406045778586027,False
TXN101012,2026-02-28,Barclays,Standard Chartered,Tokenised Real Estate Fund,Permissioned Ledger,UK,11935.87,Settled,7.7,22.9,4.01,4.79,N/A,9.387387208527233,-1.2199477977346032,False
TXN101013,2026-04-19,JPMorgan,BNY Mellon,Tokenised Bond,Public Blockchain,MEA,23855.38,Settled,72.2,31.0,3.3,7.87,N/A,10.07980696578443,-0.6872067546808917,False
TXN101014,2026-07-17,HSBC,Deutsche Bank,Tokenised Bond,Public Blockchain,EU,9542.55,Settled,66.2,34.2,1.8,1.72,N/A,9.163620812624243,-1.3921114916562494,False
TXN101015,2026-05-01,HSBC,JPMorgan,Tokenised Real Estate Fund,Permissioned Ledger,MEA,100462.53,Settled,8.5,34.8,2.88,28.93,N/A,11.517550055050226,0.4189788285450623,False
TXN101016,2026-02-02,Citi,Deutsche Bank,Tokenised Equity,Permissioned Ledger,APAC,47118.66,Settled,7.4,19.6,2.96,13.95,N/A,10.760445602679741,-0.16352999132768067,False
TXN101017,2026-06-30,UBS,HSBC,Tokenised Real Estate Fund,Hybrid Network,EU,17912.51,Settled,22.9,37.2,2.45,4.39,N/A,9.793310455752703,-0.9076343897763138,False
TXN101018,2026-05-30,BNY Mellon,Standard Chartered,Regulated Stablecoin,Public Blockchain,MEA,185758.05,Settled,69.1,41.1,3.37,62.6,N/A,12.132205682792888,0.8918889048542061,False
TXN101019,2026-01-21,JPMorgan,HSBC,Tokenised Equity,Permissioned Ledger,EU,76734.64,Settled,10.0,35.5,1.36,10.44,N/A,11.248121546966674,0.21168314854683704,False
TXN101020,2026-07-17,UBS,Citi,Tokenised Deposit,Hybrid Network,US,56731.24,Settled,26.9,19.0,4.08,23.15,N/A,10.946097934822246,-0.020690888262898624,False
TXN101021,2026-03-11,BNY Mellon,JPMorgan,Tokenised Bond,Public Blockchain,APAC,14852.08,Settled,13.9,55.9,2.76,4.1,N/A,9.60596253013231,-1.0517780660115434,False
TXN101022,2026-04-22,BNY Mellon,Deutsche Bank,Tokenised Bond,Permissioned Ledger,MEA,27067.42,Settled,13.0,20.7,0.78,2.11,N/A,10.206123013708758,-0.5900204129852236,False
TXN101023,2026-01-04,JPMorgan,BNY Mellon,Tokenised Bond,Permissioned Ledger,UK,169183.13,Settled,6.4,29.9,0.56,9.47,N/A,12.038742927429055,0.8199795676965906,False
TXN101024,2026-04-04,HSBC,BNY Mellon,Tokenised Equity,Hybrid Network,APAC,70030.79,Settled,30.6,33.1,1.4,9.8,N/A,11.156704560796982,0.14134780635818459,False
TXN101025,2026-03-16,HSBC,JPMorgan,Tokenised Equity,Permissioned Ledger,APAC,19864.61,Settled,8.6,33.9,3.74,7.43,N/A,9.89674537505134,-0.8280525664418531,False
TXN101026,2026-07-09,Citi,Standard Chartered,Tokenised Real Estate Fund,Permissioned Ledger,APAC,47465.51,Settled,6.2,30.1,3.41,16.19,N/A,10.767779688724659,-0.15788721668345063,False
TXN101027,2026-03-03,Barclays,Standard Chartered,Tokenised Deposit,Public Blockchain,US,205696.26,Settled,45.7,20.9,4.3,88.45,N/A,12.234160755182861,0.970332148335307,False
TXN101028,2026-04-04,Barclays,Deutsche Bank,Regulated Stablecoin,Permissioned Ledger,EU,64118.43,Settled,3.3,40.1,2.08,13.34,N/A,11.068502717101943,0.07348616359471608,False
TXN101029,2026-04-05,Barclays,Citi,Tokenised Bond,Permissioned Ledger,UK,144130.94,Settled,11.0,31.4,3.53,50.88,N/A,11.878484409057332,0.696678218564403,False
TXN101030,2026-06-01,BNY Mellon,Citi,Regulated Stablecoin,Permissioned Ledger,US,31857.65,Settled,9.2,6.2,2.95,9.4,N/A,10.369064209684927,-0.4646550377327671,False
TXN101031,2026-02-24,UBS,Standard Chartered,Tokenised Deposit,Public Blockchain,MEA,47054.08,Settled,61.2,20.3,1.55,7.29,N/A,10.75907410942958,-0.16458520492748657,False
TXN101032,2026-05-17,Standard Chartered,BNY Mellon,Regulated Stablecoin,Permissioned Ledger,APAC,102973.19,Settled,5.0,42.9,1.86,19.15,N/A,11.542233653286454,0.4379701495362142,False
TXN101033,2026-05-11,Barclays,UBS,Regulated Stablecoin,Permissioned Ledger,MEA,23376.05,Pending,,46.2,1.54,3.6,Pending,10.05951005084618,-0.7028230041042297,False
TXN101034,2026-01-31,BNY Mellon,Citi,Regulated Stablecoin,Permissioned Ledger,EU,59839.17,Settled,8.2,32.1,3.17,18.97,N/A,10.999432453553414,0.02034417297244386,False
TXN101035,2026-02-09,BNY Mellon,UBS,Tokenised Equity,Permissioned Ledger,APAC,122187.24,Settled,8.0,43.0,4.17,50.95,N/A,11.713318085409467,0.5696008516705715,False
TXN101036,2026-02-05,UBS,Standard Chartered,Regulated Stablecoin,Public Blockchain,EU,93342.72,Settled,55.4,36.3,2.23,20.82,N/A,11.444043873005766,0.36242388527137454,False
TXN101037,2026-06-01,Standard Chartered,HSBC,Tokenised Bond,Public Blockchain,UK,260774.49,Settled,40.0,15.2,1.89,49.29,N/A,12.471415124556883,1.1528733581789448,False
TXN101038,2026-01-06,Deutsche Bank,Barclays,Tokenised Equity,Permissioned Ledger,EU,141633.4,Settled,8.1,56.5,0.76,10.76,N/A,11.861004368590242,0.6832292450285431,False
TXN101039,2026-03-07,Barclays,JPMorgan,Tokenised Deposit,Permissioned Ledger,US,228892.29,Settled,11.8,44.5,0.97,22.2,N/A,12.341011191400026,1.0525418372479425,False
TXN101040,2026-03-16,Deutsche Bank,UBS,Tokenised Equity,Public Blockchain,US,112401.54,Settled,45.0,47.0,1.04,11.69,N/A,11.629841814051169,0.5053750184132805,False
TXN101041,2026-01-04,Deutsche Bank,UBS,Tokenised Bond,Permissioned Ledger,UK,295433.08,Settled,6.6,36.1,4.2,124.08,N/A,12.596201011416124,1.2488824087974721,False
TXN101042,2026-03-20,UBS,HSBC,Tokenised Equity,Public Blockchain,MEA,64515.73,Settled,70.8,12.2,3.59,23.16,N/A,11.07467984899569,0.07823878894034526,False
TXN101043,2026-05-14,HSBC,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,EU,326979.91,Settled,5.3,37.4,1.03,33.68,N/A,12.697657068970365,1.3269417151056357,False
