TransactionID,Date,SendingInstitution,ReceivingInstitution,AssetType,Network,Region,Amount_USD,SettlementStatus,SettlementTime_Seconds,TraditionalRail_Benchmark_Hours,Fee_BPS,Fee_USD
TXN101583,2026-04-27,JPMorgan,UBS,Regulated Stablecoin,Permissioned Ledger,APAC,23388.62,Settled,6.1,9.3,2.94,6.88
TXN101584,2026-01-07,JPMorgan,Standard Chartered,Tokenised Deposit,Hybrid Network,US,66521.4,Settled,26.1,29.5,1.57,10.44
TXN101585,2026-05-17,UBS,JPMorgan,Tokenised Real Estate Fund,Hybrid Network,APAC,10157.4,Settled,10.8,33.5,1.33,1.35
TXN101586,2026-04-25,Citi,Standard Chartered,Tokenised Deposit,Public Blockchain,EU,45898.18,Settled,58.2,46.3,3.18,14.6
TXN101587,2026-06-25,Standard Chartered,JPMorgan,Regulated Stablecoin,Permissioned Ledger,EU,181340.35,Settled,6.9,22.2,3.57,64.74
TXN101588,2026-03-13,HSBC,Standard Chartered,Tokenised Real Estate Fund,Permissioned Ledger,APAC,8442.22,Settled,8.4,28.7,1.57,1.33
TXN101589,2026-02-28,UBS,Standard Chartered,Tokenised Deposit,Public Blockchain,UK,135730.4,Pending,,46.9,0.79,10.72
TXN101590,2026-03-23,UBS,Standard Chartered,Tokenised Equity,Permissioned Ledger,MEA,13149.31,Settled,15.2,49.3,3.51,4.62
TXN101591,2026-04-26,Barclays,BNY Mellon,Tokenised Real Estate Fund,Permissioned Ledger,MEA,131247.91,Settled,1.0,39.2,0.8,10.5
TXN101592,2026-06-16,Citi,BNY Mellon,Tokenised Deposit,Public Blockchain,EU,213502.51,Settled,85.4,31.9,1.02,21.78
TXN101593,2026-05-26,BNY Mellon,Deutsche Bank,Tokenised Equity,Public Blockchain,EU,26183.01,Settled,56.1,37.8,0.84,2.2
TXN101594,2026-07-06,HSBC,Deutsche Bank,Tokenised Deposit,Public Blockchain,EU,122661.56,Settled,97.9,55.6,1.58,19.38
TXN101595,2026-04-13,BNY Mellon,HSBC,Tokenised Bond,Hybrid Network,UK,106228.38,Settled,6.1,9.2,2.21,23.48
TXN101596,2026-01-17,BNY Mellon,Standard Chartered,Tokenised Bond,Permissioned Ledger,EU,41938.13,Settled,13.2,47.8,4.0,16.78
TXN101597,2026-01-14,JPMorgan,Deutsche Bank,Tokenised Equity,Permissioned Ledger,APAC,7496.51,Settled,7.9,23.9,1.28,0.96
TXN101598,2026-06-08,Standard Chartered,Barclays,Tokenised Equity,Permissioned Ledger,APAC,115647.58,Settled,10.0,7.7,4.09,47.3
TXN101599,2026-06-01,BNY Mellon,Standard Chartered,Tokenised Deposit,Permissioned Ledger,US,10844.67,Settled,6.6,42.1,1.07,1.16
TXN101600,2026-04-18,HSBC,Citi,Tokenised Deposit,Permissioned Ledger,US,27029.77,Settled,3.7,18.2,0.94,2.54
TXN101601,2026-07-07,HSBC,JPMorgan,Tokenised Bond,Permissioned Ledger,APAC,18119.51,Settled,6.5,36.6,2.98,5.4
TXN101602,2026-02-14,HSBC,Citi,Tokenised Deposit,Public Blockchain,US,98543.17,Settled,102.8,23.1,3.96,39.02
TXN101603,2026-04-08,Citi,Standard Chartered,Tokenised Deposit,Permissioned Ledger,US,17256.38,Settled,10.4,45.3,3.66,6.32
TXN101604,2026-05-11,UBS,Standard Chartered,Tokenised Real Estate Fund,Permissioned Ledger,UK,399728.8,Settled,8.8,46.2,1.66,66.35
TXN101605,2026-02-06,Standard Chartered,UBS,Regulated Stablecoin,Public Blockchain,EU,11354.74,Settled,58.5,64.5,1.69,1.92
TXN101606,2026-06-20,HSBC,BNY Mellon,Tokenised Deposit,Permissioned Ledger,EU,29421.68,Settled,7.7,50.7,0.81,2.38
TXN101607,2026-06-17,BNY Mellon,Citi,Tokenised Real Estate Fund,Permissioned Ledger,APAC,1048547.32,Settled,5.9,51.5,3.45,361.75
TXN101608,2026-07-02,Standard Chartered,UBS,Tokenised Bond,Permissioned Ledger,UK,265071.72,Settled,8.4,47.0,2.8,74.22
TXN101609,2026-04-18,Deutsche Bank,Barclays,Tokenised Deposit,Permissioned Ledger,EU,20638.5,Settled,7.4,44.2,2.53,5.22
TXN101610,2026-02-08,JPMorgan,UBS,Tokenised Bond,Permissioned Ledger,EU,49421.41,Settled,9.3,38.0,3.32,16.41
TXN101611,2026-01-15,BNY Mellon,Citi,Regulated Stablecoin,Public Blockchain,US,10861.97,Settled,59.0,29.5,3.8,4.13
TXN101612,2026-04-30,Citi,UBS,Tokenised Deposit,Permissioned Ledger,UK,12238.15,Settled,10.6,32.2,2.71,3.32
TXN101613,2026-01-04,Deutsche Bank,HSBC,Tokenised Deposit,Permissioned Ledger,US,27179.62,Settled,7.1,55.7,0.83,2.26
TXN101614,2026-04-03,Barclays,Standard Chartered,Tokenised Equity,Permissioned Ledger,UK,80789.14,Settled,10.0,39.5,1.51,12.2
TXN101615,2026-06-02,JPMorgan,Citi,Tokenised Bond,Public Blockchain,APAC,25825.37,Settled,47.6,49.6,1.52,3.93
TXN101616,2026-05-21,Deutsche Bank,Citi,Tokenised Equity,Public Blockchain,UK,35071.73,Settled,67.5,29.2,4.02,14.1
TXN101617,2026-06-10,Citi,Standard Chartered,Tokenised Deposit,Permissioned Ledger,MEA,12312.42,Settled,6.7,41.2,3.3,4.06
TXN101618,2026-01-16,JPMorgan,Standard Chartered,Tokenised Deposit,Public Blockchain,APAC,41067.01,Settled,68.4,54.3,1.99,8.17
TXN101619,2026-06-19,Standard Chartered,JPMorgan,Regulated Stablecoin,Public Blockchain,UK,162390.92,Settled,66.2,40.7,2.8,45.47
TXN101620,2026-04-18,Standard Chartered,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,APAC,34537.78,Settled,6.8,35.9,1.48,5.11
TXN101621,2026-05-06,UBS,Deutsche Bank,Regulated Stablecoin,Hybrid Network,US,261050.73,Settled,41.5,34.7,0.77,20.1
TXN101622,2026-07-13,BNY Mellon,HSBC,Tokenised Deposit,Permissioned Ledger,APAC,68765.47,Settled,6.4,47.0,1.1,7.56
TXN101623,2026-02-24,BNY Mellon,HSBC,Tokenised Bond,Permissioned Ledger,EU,157883.62,Settled,6.2,18.3,1.06,16.74
TXN101624,2026-06-19,HSBC,BNY Mellon,Tokenised Deposit,Permissioned Ledger,MEA,19562.21,Settled,8.0,36.5,1.53,2.99
TXN101625,2026-02-03,Deutsche Bank,Standard Chartered,Regulated Stablecoin,Permissioned Ledger,APAC,80629.69,Settled,4.3,34.2,3.82,30.8
TXN101626,2026-06-07,Citi,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,APAC,60123.58,Settled,6.4,24.6,3.5,21.04
TXN101627,2026-01-13,Barclays,Deutsche Bank,Tokenised Deposit,Public Blockchain,US,29185.4,Settled,50.8,24.1,2.75,8.03
TXN101628,2026-05-21,JPMorgan,Citi,Regulated Stablecoin,Permissioned Ledger,MEA,499717.35,Settled,5.2,33.5,1.43,71.46
TXN101629,2026-01-18,Deutsche Bank,Barclays,Tokenised Deposit,Permissioned Ledger,EU,30660.45,Settled,8.5,29.5,1.49,4.57
TXN101630,2026-06-09,JPMorgan,Standard Chartered,Tokenised Deposit,Hybrid Network,APAC,203341.9,Settled,7.2,24.6,2.98,60.6
TXN101631,2026-04-06,HSBC,UBS,Regulated Stablecoin,Permissioned Ledger,US,50324.27,Settled,7.2,35.5,4.02,20.23
TXN101632,2026-05-03,Deutsche Bank,Barclays,Tokenised Deposit,Hybrid Network,UK,53432.82,Settled,22.7,31.0,1.98,10.58
TXN101633,2026-02-08,Standard Chartered,JPMorgan,Tokenised Deposit,Permissioned Ledger,US,53721.36,Settled,4.7,51.1,0.95,5.1
TXN101634,2026-02-15,HSBC,Citi,Tokenised Deposit,Permissioned Ledger,EU,34313.18,Settled,5.9,38.7,2.2,7.55
TXN101635,2026-01-29,BNY Mellon,JPMorgan,Tokenised Deposit,Permissioned Ledger,APAC,105103.0,Settled,5.5,71.6,2.02,21.23
TXN101636,2026-07-09,BNY Mellon,Barclays,Regulated Stablecoin,Hybrid Network,APAC,53171.04,Settled,20.6,33.3,1.79,9.52
TXN101637,2026-03-03,Citi,HSBC,Tokenised Deposit,Public Blockchain,UK,109313.33,Settled,67.7,62.2,1.83,20.0
TXN101638,2026-07-04,JPMorgan,HSBC,Tokenised Real Estate Fund,Permissioned Ledger,MEA,8207.76,Settled,12.7,36.9,4.25,3.49
TXN101639,2026-01-16,HSBC,Barclays,Tokenised Deposit,Public Blockchain,US,113061.41,Settled,64.8,57.1,1.36,15.38
TXN101640,2026-07-03,Standard Chartered,Citi,Tokenised Deposit,Permissioned Ledger,US,32349.27,Settled,7.6,23.3,4.46,14.43
TXN101641,2026-05-01,BNY Mellon,Citi,Tokenised Deposit,Public Blockchain,MEA,7380.62,Settled,51.9,37.3,3.78,2.79
TXN101642,2026-01-10,UBS,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,UK,303555.05,Settled,11.9,29.9,1.49,45.23
TXN101643,2026-06-07,JPMorgan,Citi,Tokenised Real Estate Fund,Permissioned Ledger,APAC,24261.59,Settled,1.5,46.6,3.74,9.07
TXN101644,2026-06-02,JPMorgan,Barclays,Regulated Stablecoin,Permissioned Ledger,EU,12827.15,Settled,8.6,46.5,1.52,1.95
TXN101645,2026-04-13,UBS,Deutsche Bank,Regulated Stablecoin,Hybrid Network,EU,14831.87,Settled,38.4,43.8,3.86,5.73
TXN101646,2026-03-25,JPMorgan,Deutsche Bank,Tokenised Equity,Permissioned Ledger,UK,249663.1,Failed,,48.8,4.36,108.85
TXN101647,2026-05-13,UBS,BNY Mellon,Tokenised Bond,Public Blockchain,EU,36093.83,Settled,58.1,33.8,2.79,10.07
TXN101648,2026-03-06,Deutsche Bank,Barclays,Tokenised Real Estate Fund,Hybrid Network,APAC,858942.88,Settled,32.6,46.3,1.95,167.49
TXN101649,2026-06-26,Barclays,Citi,Tokenised Deposit,Permissioned Ledger,MEA,47268.23,Failed,,41.9,2.79,13.19
TXN101650,2026-01-03,Citi,Standard Chartered,Tokenised Equity,Public Blockchain,APAC,513443.04,Settled,76.6,47.2,4.42,226.94
TXN101651,2026-06-22,JPMorgan,Standard Chartered,Tokenised Bond,Permissioned Ledger,APAC,42469.18,Settled,12.3,59.4,0.97,4.12
TXN101652,2026-05-22,Standard Chartered,Citi,Regulated Stablecoin,Permissioned Ledger,MEA,380881.81,Settled,7.6,19.4,1.85,70.46
TXN101653,2026-04-30,HSBC,UBS,Tokenised Real Estate Fund,Hybrid Network,MEA,30303.06,Settled,24.2,37.6,1.77,5.36
TXN101654,2026-06-07,JPMorgan,Deutsche Bank,Tokenised Real Estate Fund,Hybrid Network,US,4279529.63,Settled,32.8,32.8,4.13,1767.45
TXN101655,2026-03-09,Standard Chartered,Barclays,Tokenised Bond,Public Blockchain,US,185301.71,Settled,59.1,41.2,0.95,17.6
TXN101656,2026-05-26,JPMorgan,Barclays,Regulated Stablecoin,Permissioned Ledger,EU,51058.71,Pending,,36.2,4.36,22.26
TXN101657,2026-07-09,Citi,HSBC,Tokenised Bond,Permissioned Ledger,UK,58765.59,Settled,9.5,36.5,1.13,6.64
TXN101658,2026-02-06,BNY Mellon,JPMorgan,Tokenised Deposit,Hybrid Network,APAC,5787.55,Settled,19.5,35.3,1.29,0.75
TXN101659,2026-06-02,Standard Chartered,Deutsche Bank,Tokenised Bond,Public Blockchain,APAC,52861.2,Settled,83.9,32.6,2.4,12.69
TXN101660,2026-06-25,HSBC,Citi,Tokenised Real Estate Fund,Permissioned Ledger,MEA,19524.44,Settled,5.9,39.7,3.34,6.52
TXN101661,2026-07-12,HSBC,Barclays,Tokenised Equity,Hybrid Network,UK,297027.31,Settled,7.6,31.2,1.06,31.48
TXN101662,2026-06-30,Barclays,BNY Mellon,Regulated Stablecoin,Permissioned Ledger,EU,172056.64,Settled,14.0,57.8,0.72,12.39
TXN101663,2026-03-14,HSBC,UBS,Regulated Stablecoin,Public Blockchain,MEA,91121.96,Settled,48.2,31.7,2.74,24.97
TXN101664,2026-05-23,Citi,Deutsche Bank,Tokenised Deposit,Public Blockchain,EU,14607.26,Settled,85.4,2.6,1.8,2.63
TXN101665,2026-02-18,UBS,Citi,Regulated Stablecoin,Permissioned Ledger,APAC,53460.97,Settled,8.3,38.5,2.97,15.88
TXN101666,2026-05-01,HSBC,UBS,Regulated Stablecoin,Permissioned Ledger,MEA,16825.43,Pending,,41.4,0.94,1.58
TXN101667,2026-03-29,Deutsche Bank,Standard Chartered,Tokenised Real Estate Fund,Permissioned Ledger,MEA,581040.79,Pending,,43.8,4.43,257.4
TXN101668,2026-07-15,UBS,Barclays,Tokenised Bond,Permissioned Ledger,US,50652.9,Settled,6.9,25.7,1.44,7.29
TXN101669,2026-05-20,JPMorgan,Deutsche Bank,Tokenised Deposit,Hybrid Network,UK,46929.13,Settled,36.3,26.2,1.76,8.26
TXN101670,2026-07-06,JPMorgan,BNY Mellon,Regulated Stablecoin,Public Blockchain,UK,5793.85,Settled,35.5,27.6,4.0,2.32
TXN101671,2026-02-06,Standard Chartered,HSBC,Tokenised Equity,Permissioned Ledger,UK,68517.66,Pending,,25.5,0.83,5.69
TXN101672,2026-03-02,Standard Chartered,HSBC,Tokenised Bond,Hybrid Network,MEA,84623.26,Settled,30.0,44.9,3.03,25.64
TXN101673,2026-06-20,HSBC,JPMorgan,Tokenised Equity,Hybrid Network,US,535549.45,Settled,30.3,29.8,3.88,207.79
TXN101674,2026-05-04,BNY Mellon,Citi,Tokenised Deposit,Permissioned Ledger,EU,306330.59,Settled,11.5,49.6,2.05,62.8
TXN101675,2026-07-17,JPMorgan,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,MEA,15253.8,Settled,5.7,30.5,1.97,3.0
TXN101676,2026-02-08,BNY Mellon,Standard Chartered,Tokenised Bond,Public Blockchain,APAC,64629.45,Settled,20.4,20.0,0.66,4.27
TXN101677,2026-07-03,Barclays,Standard Chartered,Tokenised Bond,Permissioned Ledger,APAC,259177.24,Settled,8.7,38.0,1.44,37.32
TXN101678,2026-03-04,BNY Mellon,JPMorgan,Tokenised Deposit,Permissioned Ledger,MEA,113877.57,Pending,,38.4,3.09,35.19
TXN101679,2026-02-15,UBS,Citi,Tokenised Real Estate Fund,Permissioned Ledger,MEA,69416.86,Settled,4.0,56.6,1.76,12.22
TXN101680,2026-03-29,Standard Chartered,HSBC,Tokenised Real Estate Fund,Permissioned Ledger,MEA,15760.72,Settled,8.5,37.6,0.54,0.85
TXN101681,2026-01-11,Barclays,Standard Chartered,Tokenised Real Estate Fund,Public Blockchain,APAC,44820.79,Settled,29.0,28.5,0.89,3.99
TXN101682,2026-03-03,UBS,Deutsche Bank,Tokenised Equity,Hybrid Network,APAC,203027.84,Settled,21.9,21.7,0.51,10.35
TXN101683,2026-03-18,Standard Chartered,Barclays,Tokenised Deposit,Permissioned Ledger,UK,35856.47,Settled,7.8,21.4,2.62,9.39
TXN101684,2026-06-02,UBS,Deutsche Bank,Tokenised Real Estate Fund,Permissioned Ledger,UK,65625.72,Settled,4.7,40.6,1.48,9.71
TXN101685,2026-07-18,JPMorgan,BNY Mellon,Tokenised Bond,Public Blockchain,EU,523496.43,Settled,37.3,40.9,2.15,112.55
TXN101686,2026-02-21,Barclays,HSBC,Tokenised Bond,Permissioned Ledger,MEA,6142.0,Settled,3.9,20.8,3.97,2.44
TXN101687,2026-01-04,Citi,JPMorgan,Tokenised Bond,Permissioned Ledger,UK,15488.68,Settled,11.4,20.1,3.33,5.16
TXN101688,2026-02-28,Standard Chartered,Deutsche Bank,Tokenised Equity,Public Blockchain,MEA,413029.34,Settled,48.7,36.0,2.14,88.39
TXN101689,2026-03-13,Standard Chartered,HSBC,Tokenised Deposit,Hybrid Network,US,139616.57,Settled,37.0,37.5,2.13,29.74
TXN101690,2026-05-28,HSBC,Standard Chartered,Tokenised Equity,Hybrid Network,MEA,227707.8,Settled,12.3,49.1,3.23,73.55
TXN101691,2026-04-03,Deutsche Bank,Standard Chartered,Tokenised Bond,Permissioned Ledger,APAC,232925.66,Settled,6.9,45.6,1.01,23.53
TXN101692,2026-03-04,JPMorgan,Barclays,Tokenised Deposit,Permissioned Ledger,APAC,255205.82,Settled,7.1,26.2,3.2,81.67
TXN101693,2026-02-23,JPMorgan,Barclays,Tokenised Deposit,Hybrid Network,MEA,172266.85,Settled,33.9,31.0,4.0,68.91
TXN101694,2026-04-27,BNY Mellon,JPMorgan,Regulated Stablecoin,Public Blockchain,APAC,67719.88,Settled,57.1,39.2,4.07,27.56
TXN101695,2026-04-20,Barclays,Deutsche Bank,Tokenised Bond,Hybrid Network,APAC,268644.64,Settled,24.2,29.7,2.03,54.53
TXN101696,2026-03-15,Standard Chartered,BNY Mellon,Regulated Stablecoin,Hybrid Network,APAC,115584.71,Settled,26.3,44.9,4.31,49.82
TXN101697,2026-04-17,BNY Mellon,Citi,Regulated Stablecoin,Public Blockchain,EU,6285.98,Settled,81.6,24.0,2.95,1.85
TXN101698,2026-02-26,Standard Chartered,UBS,Tokenised Bond,Permissioned Ledger,APAC,70887.76,Settled,10.3,37.1,2.8,19.85
TXN101699,2026-06-18,Standard Chartered,Barclays,Tokenised Deposit,Permissioned Ledger,US,22604.08,Settled,9.6,17.3,1.46,3.3
TXN101700,2026-01-03,HSBC,Deutsche Bank,Tokenised Bond,Permissioned Ledger,MEA,25831.64,Settled,3.3,36.3,2.71,7.0
TXN101701,2026-04-30,JPMorgan,HSBC,Tokenised Real Estate Fund,Hybrid Network,EU,123617.87,Settled,10.5,48.4,1.14,14.09
TXN101702,2026-01-06,JPMorgan,BNY Mellon,Tokenised Bond,Public Blockchain,APAC,2709.21,Pending,,19.7,1.47,0.4
TXN101703,2026-01-05,UBS,Standard Chartered,Tokenised Deposit,Hybrid Network,APAC,5168.95,Settled,16.0,35.8,1.14,0.59
TXN101704,2026-01-05,HSBC,BNY Mellon,Tokenised Bond,Permissioned Ledger,MEA,38352.39,Settled,8.5,19.2,3.97,15.23
TXN101705,2026-02-23,Citi,UBS,Tokenised Deposit,Permissioned Ledger,UK,63977.41,Settled,15.2,42.4,4.49,28.73
TXN101706,2026-02-16,JPMorgan,HSBC,Tokenised Deposit,Permissioned Ledger,UK,32725.41,Settled,8.9,59.1,2.67,8.74
TXN101707,2026-06-26,Standard Chartered,Citi,Regulated Stablecoin,Hybrid Network,UK,63727.89,Settled,1.0,20.4,3.91,24.92
TXN101708,2026-01-09,UBS,Barclays,Regulated Stablecoin,Public Blockchain,APAC,21088.05,Settled,98.9,30.6,1.22,2.57
TXN101709,2026-04-09,UBS,Barclays,Regulated Stablecoin,Public Blockchain,EU,73100.24,Settled,50.8,18.6,1.36,9.94
TXN101710,2026-01-20,Standard Chartered,Barclays,Regulated Stablecoin,Permissioned Ledger,APAC,3722.06,Settled,9.0,17.2,0.69,0.26
TXN101711,2026-05-02,Deutsche Bank,BNY Mellon,Regulated Stablecoin,Permissioned Ledger,MEA,72903.0,Settled,11.2,50.4,1.52,11.08
TXN101712,2026-03-02,Barclays,HSBC,Tokenised Equity,Permissioned Ledger,US,1950345.91,Settled,6.2,56.9,2.77,540.25
TXN101713,2026-05-03,HSBC,Barclays,Tokenised Deposit,Permissioned Ledger,UK,55283.19,Settled,12.1,31.2,1.07,5.92
TXN101714,2026-06-12,Barclays,Citi,Tokenised Equity,Hybrid Network,US,166793.38,Settled,20.2,24.1,4.41,73.56
TXN101715,2026-06-27,HSBC,Citi,Tokenised Real Estate Fund,Permissioned Ledger,MEA,322.19,Settled,8.2,69.7,2.92,0.09
TXN101716,2026-03-23,Barclays,JPMorgan,Regulated Stablecoin,Permissioned Ledger,UK,27459.17,Settled,9.3,40.2,1.42,3.9
TXN101717,2026-03-03,Deutsche Bank,HSBC,Tokenised Deposit,Public Blockchain,EU,193108.54,Settled,99.5,31.8,2.99,57.74
TXN101718,2026-05-25,BNY Mellon,JPMorgan,Regulated Stablecoin,Public Blockchain,APAC,696618.05,Settled,35.5,34.2,2.08,144.9
TXN101719,2026-01-03,Citi,JPMorgan,Tokenised Real Estate Fund,Public Blockchain,APAC,56174.31,Settled,56.2,26.9,2.57,14.44
TXN101720,2026-06-09,BNY Mellon,Citi,Tokenised Equity,Public Blockchain,UK,236018.47,Settled,46.3,42.1,3.16,74.58
TXN101721,2026-01-13,JPMorgan,Standard Chartered,Regulated Stablecoin,Permissioned Ledger,UK,28030.72,Settled,7.6,18.6,2.56,7.18
TXN101722,2026-04-30,Barclays,HSBC,Tokenised Deposit,Public Blockchain,EU,66039.28,Settled,66.7,56.4,1.81,11.95
TXN101723,2026-05-05,Standard Chartered,HSBC,Tokenised Bond,Hybrid Network,US,50437.1,Settled,8.1,32.1,2.13,10.74
TXN101724,2026-03-30,JPMorgan,HSBC,Regulated Stablecoin,Hybrid Network,APAC,344427.02,Settled,31.2,45.4,0.63,21.7
TXN101725,2026-03-14,JPMorgan,UBS,Tokenised Deposit,Public Blockchain,UK,128731.17,Settled,79.1,40.4,4.17,53.68
TXN101726,2026-03-09,Deutsche Bank,BNY Mellon,Tokenised Bond,Public Blockchain,EU,44657.27,Settled,84.3,38.6,1.49,6.65
TXN101727,2026-05-22,Citi,Barclays,Tokenised Bond,Public Blockchain,MEA,84369.01,Settled,78.0,34.0,2.58,21.77
TXN101728,2026-04-11,Deutsche Bank,Standard Chartered,Tokenised Bond,Permissioned Ledger,MEA,27940.41,Settled,9.9,16.7,3.54,9.89
TXN101729,2026-04-08,HSBC,Deutsche Bank,Regulated Stablecoin,Hybrid Network,APAC,74624.49,Settled,23.0,25.3,4.35,32.46
TXN101730,2026-01-11,HSBC,Deutsche Bank,Tokenised Bond,Permissioned Ledger,UK,303.69,Settled,4.7,14.7,2.95,0.09
TXN101731,2026-04-15,JPMorgan,BNY Mellon,Tokenised Equity,Hybrid Network,APAC,265846.39,Settled,15.9,30.9,1.07,28.45
TXN101732,2026-07-03,JPMorgan,Deutsche Bank,Tokenised Deposit,Permissioned Ledger,UK,24345.39,Settled,8.4,34.1,2.65,6.45
TXN101733,2026-03-08,Barclays,Deutsche Bank,Tokenised Equity,Permissioned Ledger,US,1015152.22,Settled,8.6,30.2,3.25,329.92
TXN101734,2026-05-03,Barclays,JPMorgan,Tokenised Real Estate Fund,Permissioned Ledger,UK,168440.49,Settled,1.0,58.4,2.14,36.05
TXN101735,2026-01-29,Barclays,UBS,Tokenised Deposit,Public Blockchain,EU,65153.36,Settled,63.2,26.9,0.63,4.1
TXN101736,2026-05-17,Citi,UBS,Tokenised Deposit,Public Blockchain,APAC,108645.86,Settled,66.8,41.4,0.87,9.45
TXN101737,2026-07-14,HSBC,JPMorgan,Tokenised Deposit,Permissioned Ledger,US,10370.0,Settled,8.9,39.8,3.48,3.61
TXN101738,2026-06-02,Barclays,BNY Mellon,Regulated Stablecoin,Public Blockchain,UK,73440.31,Settled,61.4,29.5,2.28,16.74
TXN101739,2026-03-17,Standard Chartered,JPMorgan,Tokenised Deposit,Permissioned Ledger,EU,175186.86,Settled,8.1,48.2,3.37,59.04
TXN101740,2026-06-19,Citi,JPMorgan,Tokenised Deposit,Public Blockchain,APAC,65568.74,Settled,83.5,26.8,2.23,14.62
TXN101741,2026-01-09,Standard Chartered,Citi,Tokenised Deposit,Permissioned Ledger,APAC,80464.22,Failed,,54.0,3.53,28.4
TXN101742,2026-02-09,Citi,HSBC,Tokenised Deposit,Permissioned Ledger,EU,123904.04,Settled,3.9,33.1,3.82,47.33
TXN101743,2026-01-25,JPMorgan,BNY Mellon,Regulated Stablecoin,Public Blockchain,EU,60746.96,Settled,44.4,30.1,2.3,13.97
TXN101744,2026-01-05,Citi,Barclays,Tokenised Bond,Public Blockchain,MEA,108203.69,Settled,63.4,2.0,1.83,19.8
TXN101745,2026-05-19,Barclays,JPMorgan,Tokenised Real Estate Fund,Hybrid Network,US,24022.16,Settled,34.1,47.3,2.2,5.28
TXN101746,2026-07-06,UBS,Standard Chartered,Tokenised Real Estate Fund,Permissioned Ledger,US,32160.56,Settled,5.0,29.8,3.47,11.16
TXN101747,2026-05-04,Barclays,UBS,Tokenised Bond,Permissioned Ledger,UK,21190.72,Settled,9.7,31.6,2.56,5.42
TXN101748,2026-02-07,JPMorgan,UBS,Regulated Stablecoin,Permissioned Ledger,EU,97170.73,Pending,,49.9,2.9,28.18
TXN101749,2026-03-13,BNY Mellon,Standard Chartered,Tokenised Real Estate Fund,Public Blockchain,EU,104286.95,Settled,64.3,36.8,4.41,45.99
TXN101750,2026-05-13,BNY Mellon,HSBC,Tokenised Bond,Permissioned Ledger,US,152092.82,Settled,13.1,18.1,1.74,26.46
TXN101751,2026-06-25,JPMorgan,BNY Mellon,Regulated Stablecoin,Permissioned Ledger,APAC,41748.46,Settled,2.4,33.1,3.71,15.49
TXN101752,2026-03-31,Deutsche Bank,Barclays,Regulated Stablecoin,Hybrid Network,US,58247.68,Settled,38.1,20.2,3.95,23.01
TXN101753,2026-05-26,Citi,JPMorgan,Tokenised Deposit,Permissioned Ledger,EU,14043.02,Settled,4.8,24.3,4.06,5.7
TXN101754,2026-07-17,BNY Mellon,Deutsche Bank,Tokenised Real Estate Fund,Permissioned Ledger,US,104096.25,Settled,10.9,34.6,1.35,14.05
TXN101755,2026-02-06,BNY Mellon,Citi,Regulated Stablecoin,Public Blockchain,UK,90266.05,Settled,19.2,23.3,4.23,38.18
TXN101756,2026-03-01,UBS,Deutsche Bank,Regulated Stablecoin,Hybrid Network,US,60703.15,Settled,29.2,53.6,1.95,11.84
TXN101757,2026-06-25,Citi,BNY Mellon,Regulated Stablecoin,Hybrid Network,US,254140.21,Settled,22.1,13.6,0.59,14.99
TXN101758,2026-01-28,Deutsche Bank,Standard Chartered,Tokenised Equity,Permissioned Ledger,MEA,12932.83,Settled,9.2,50.9,1.71,2.21
TXN101759,2026-07-16,UBS,Citi,Tokenised Equity,Public Blockchain,UK,74831.9,Settled,61.2,40.1,2.54,19.01
TXN101760,2026-03-22,UBS,JPMorgan,Tokenised Bond,Permissioned Ledger,MEA,18127.17,Settled,9.7,33.4,1.64,2.97
TXN101761,2026-04-24,Barclays,UBS,Regulated Stablecoin,Permissioned Ledger,APAC,37684.24,Settled,5.4,36.3,2.38,8.97
TXN101762,2026-02-09,Barclays,JPMorgan,Tokenised Real Estate Fund,Public Blockchain,MEA,149571.38,Settled,66.2,55.6,4.33,64.76
TXN101763,2026-02-14,Citi,Deutsche Bank,Regulated Stablecoin,Hybrid Network,EU,1034949.48,Settled,30.1,45.1,1.91,197.68
TXN101764,2026-03-03,Barclays,HSBC,Tokenised Equity,Public Blockchain,MEA,930470.31,Settled,47.5,53.3,3.68,342.41
TXN101765,2026-04-03,Barclays,Standard Chartered,Tokenised Deposit,Public Blockchain,MEA,94669.75,Settled,58.2,42.6,1.66,15.72
TXN101766,2026-04-25,Standard Chartered,Deutsche Bank,Tokenised Bond,Hybrid Network,EU,1210715.36,Settled,25.0,31.0,1.51,182.82
TXN101767,2026-07-05,BNY Mellon,Barclays,Regulated Stablecoin,Permissioned Ledger,US,23738.03,Settled,7.2,27.6,0.52,1.23
TXN101768,2026-03-08,UBS,BNY Mellon,Tokenised Bond,Permissioned Ledger,US,22240.15,Settled,7.4,40.5,1.6,3.56
TXN101769,2026-02-25,UBS,Deutsche Bank,Tokenised Deposit,Public Blockchain,APAC,5734.58,Settled,113.8,29.2,1.09,0.63
TXN101770,2026-02-09,Deutsche Bank,Barclays,Tokenised Deposit,Permissioned Ledger,MEA,9952.12,Settled,9.9,57.4,3.71,3.69
TXN101771,2026-04-08,HSBC,Citi,Regulated Stablecoin,Public Blockchain,US,125065.16,Settled,74.7,34.8,1.08,13.51
